venue,avg_1st_score,median_1st_score,std_1st_score,win_rate_bat_first
"Sir Vivian Richards Stadium, North Sound, Antigua",123.75708502024291,115.0,36.37752094507734,0.35526315789473684
Sky Stadium,135.1394422310757,142.0,7.01259424804041,0.4900398406374502
"Sky Stadium, Wellington",174.56613756613757,180.0,36.10685756599943,0.3201058201058201
"Solvangs Park, Glostrup",98.97196261682242,96.0,3.0069026814456694,0.0
Sophia Gardens,144.85614035087718,148.0,33.82132597152396,0.29005847953216374
"Sophia Gardens, Cardiff",160.12625250501003,193.0,40.854601774205136,0.25250501002004005
Southend Club Cricket Stadium,136.0801282051282,132.0,16.862392435097156,0.7980769230769231
"Southend Club Cricket Stadium, Karachi",105.00540540540541,106.0,2.1627476684711433,0.0
"Sportpark Harga, Schiedam",116.01546391752578,99.0,44.931239663702115,0.6649484536082474
Sportpark Het Schootsveld,141.81940509915015,133.0,45.1415519031116,0.4964589235127479
"Sportpark Het Schootsveld, Deventer",133.93729903536976,121.0,29.05202603688135,0.20257234726688103
Sportpark Maarschalkerweerd,95.0665004156276,101.0,33.90979371493299,0.21030756442227763
"Sportpark Maarschalkerweerd, Utrecht",132.4007106198184,142.0,37.8818331847178,0.526253454401895
Sportpark Westvliet,140.77717391304347,144.0,9.287084621414389,0.0
"Sportpark Westvliet, The Hague",154.24954954954956,157.0,10.609040276807645,0.7738738738738739
"Sportpark Westvliet, Voorburg",136.70644922164567,134.0,27.241062480801236,0.4536693847294292
"St Albans Club, Buenos Aires",107.46760563380282,103.0,39.08671648175659,0.6320422535211268
"St George's College Ground, Buenos Aires",103.37235023041475,101.0,26.804739669194973,0.7824884792626728
St George's Park,140.61631419939576,158.0,49.09916594685425,0.7462235649546828
"St George's Park, Gqeberha",135.97727272727272,124.0,24.502781190486864,0.2863636363636364
St Georges Quilmes,82.32820512820513,72.0,30.455580606620337,0.0
St Lawrence Ground,137.0,137.0,0.0,1.0
"St Lawrence Ground, Canterbury",143.5,143.5,2.505138751568293,0.0
Stadium Australia,149.65798045602605,145.0,32.07938196061681,0.4006514657980456
"Stars Arena Hofstade, Zemst",131.51192145862552,131.0,36.201311378158536,0.2903225806451613
Subrata Roy Sahara Stadium,157.0,157.0,0.0,0.0
SuperSport Park,175.71164772727272,177.0,33.61565159217933,0.6661931818181818
"SuperSport Park, Centurion",187.6340579710145,203.0,46.41185844231176,0.1606280193236715
"Svanholm Park, Brondby",138.37808417997098,135.0,32.57895853086578,0.3635703918722787
Sydney Cricket Ground,165.86252771618626,164.0,29.382711857862095,0.5986696230598669
Sydney Parade,172.19607843137254,157.0,15.527496068814575,1.0
Sydney Showground Stadium,140.2004008016032,136.0,6.899444119369661,0.749498997995992
Sylhet International Cricket Stadium,131.70743571924947,129.0,37.61995372042438,0.6688672689367616
"Sylhet International Cricket Stadium, Academy Ground",119.2792149866191,109.0,45.28471050031663,0.5575379125780553
Sylhet Stadium,132.66012338754908,128.0,27.456721367629903,0.5530005608524958
"TCA Oval, Blantyre",140.3366745283019,140.0,45.70498419690292,0.21992924528301888
Tafawa Balewa Square (TBS) Cricket Oval,158.0,158.0,0.0,1.0
"Tafawa Balewa Square Cricket Oval, Lagos",122.87715269804822,109.0,49.92350030651443,0.6295445847684654
Takashinga Sports Club,109.64473684210526,114.0,28.55892577383414,0.6526315789473685
"Takashinga Sports Club, Highfield, Harare",130.93766937669378,134.0,20.552131910708752,0.6720867208672087
Terdthai Cricket Ground,110.10921658986175,105.0,46.91811881908246,0.5211981566820276
"Terdthai Cricket Ground, Bangkok",125.97120466557317,127.0,41.972169855166236,0.45944960816475305
The Cooper Associates County Ground,199.37423312883436,172.0,35.79966215088724,0.7505112474437627
"The Cooper Associates County Ground, Taunton",144.0,144.0,0.0,0.0
The Rose Bowl,160.09894566098944,157.0,32.51106116252493,0.5028386050283861
"The Rose Bowl, Southampton",199.11512717536814,197.0,23.338289054883084,1.0
"The Village, Malahide",164.9014308426073,181.0,49.795155386241326,0.4093799682034976
"The Village, Malahide, Dublin",145.6578282828283,124.0,42.042364274153506,0.4722222222222222
The Wanderers Stadium,185.15942028985506,196.0,24.579929440018685,0.8244766505636071
"The Wanderers Stadium, Johannesburg",207.36808846761454,201.0,47.19467552345616,0.6097946287519748
"Three Ws Oval, Cave Hill, Barbados",147.5818181818182,147.0,28.74699589047998,0.33506493506493507
Tikkurila Cricket Ground,132.01227678571428,135.0,30.99034385588427,0.6484375
"Titwood, Glasgow",162.91869918699186,174.0,33.2759752947954,0.505420054200542
Tolerance Oval,126.90958408679927,117.0,37.29924190280139,0.44665461121157324
"Tolerance Oval, Abu Dhabi",123.94439967767929,123.0,31.856909568970682,0.5036261079774376
Tony Ireland Stadium,108.91005291005291,116.0,9.592625408678717,1.0
Trent Bridge,154.0496936691627,158.0,27.22598649904445,0.5881552076242341
"Trent Bridge, Nottingham",207.81386138613863,210.0,20.6956643229074,0.7485148514851485
Tribhuvan University International Cricket Ground,152.7914979757085,140.0,54.419032366953836,0.5
"Tribhuvan University International Cricket Ground, Kirtipur",153.27475979305248,153.0,44.326705868040165,0.5332594235033259
Turf City B Cricket Ground,51.0,51.0,0.0,0.0
"UKM-YSD Cricket Oval, Bangi",111.15353352901332,110.0,50.190071423211826,0.4231203431925943
Udayana Cricket Ground,130.3046195319201,134.0,44.13406313611293,0.4123269207204999
United Cricket Club Ground,144.05334462320067,162.0,59.12581843980598,0.6867061812023709
"United Cricket Club Ground, Windhoek",125.04339378238342,120.0,36.970953084247306,0.39928756476683935
University Oval,219.0,219.0,0.0,1.0
"University Oval, Dunedin",149.13665943600867,141.0,33.625496713348305,0.5422993492407809
University of Dar-es-Salaam Ground,76.51506456241033,84.0,41.02189791976707,0.36872309899569583
University of Doha for Science and Technology,159.58807769591428,166.0,27.956540235617556,0.4983255190890824
University of Lagos Cricket Oval,126.26859504132231,124.0,35.039705138361434,0.6394628099173554
VRA Ground,122.66166281755196,125.0,42.619158638806695,0.43937644341801385
"VRA Ground, Amstelveen",119.21693907875186,117.0,25.05934405656681,0.5542347696879644
Vanuatu Cricket Ground,103.80169491525423,89.0,38.30965743692876,0.5
Vanuatu Cricket Ground (Oval 2),84.44298688193744,85.0,32.08033679448056,0.40766902119071646
"Vassil Levski National Sports Academy, Sofia",172.5135688684076,180.0,47.3761321203507,0.43164362519201227
"Velden Cricket Ground, Latschach",163.393135725429,161.0,14.328889622301977,0.8049921996879875
"Vidarbha Cricket Association Stadium, Jamtha",141.7855402112104,144.0,32.522679799082084,0.602761982128351
"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",90.0,90.0,0.0,0.0
W.A.C.A. Ground,118.46526655896608,123.0,21.511568470098087,0.2035541195476575
Wanderers,134.0,134.0,0.0,0.0
Wanderers Cricket Ground,143.61087866108787,172.0,29.540942370132104,0.0
"Wanderers Cricket Ground, Windhoek",143.40495207667732,134.0,42.04313005780641,0.4701810436634718
Wankhede Stadium,185.33600917431193,182.0,36.49016584742824,0.28325688073394495
"Wankhede Stadium, Mumbai",165.48833333333334,162.0,55.91425462562703,0.6216666666666667
"Warner Park, Basseterre",120.23928571428571,118.0,32.618516623661925,0.0
"Warner Park, Basseterre, St Kitts",167.80080889787664,170.0,35.802253781895324,0.1243680485338726
"Warner Park, St Kitts",140.46759259259258,147.0,37.17306194450696,0.2800925925925926
West End Park International Cricket Stadium,87.51089108910891,97.0,22.315032929415363,0.2495049504950495
"West End Park International Cricket Stadium, Doha",142.47435690017795,133.0,31.58854403371084,0.43116000647144476
Western Australia Cricket Association Ground,159.07258064516128,133.0,26.55013541357747,0.49193548387096775
Westpac Stadium,153.4320652173913,159.0,37.3822622925744,0.39356884057971014
"White Hill Field, Sandys Parish",132.64520456069752,141.0,43.6755373086937,0.41851106639839036
Willowmoore Park,148.78313253012047,172.0,23.54562225222478,0.0
"Willowmoore Park, Benoni",152.56496631376322,155.0,34.598159045174434,0.5442733397497593
"Windsor Park, Roseau",148.9090909090909,165.0,16.529114261123024,0.512396694214876
"Windsor Park, Roseau, Dominica",158.8009478672986,193.0,42.99654691619218,0.6113744075829384
"Woodley Cricket Field, Los Angeles",109.00130293159609,122.0,27.89246435963561,0.8390879478827361
YMCA Cricket Club,132.5196779964222,136.0,29.87576584850984,0.5599284436493739
"YSD-UKM Cricket Oval, Bangi",120.57628902139601,110.0,52.811748284737604,0.4563311118905647
Yeonhui Cricket Ground,102.2637037037037,97.0,16.900523262874508,0.7955555555555556
"Yeonhui Cricket Ground, Incheon",121.90707350901526,121.0,32.915713301320686,0.7813222376329172
Zahur Ahmed Chowdhury Stadium,149.34937238493723,151.0,32.46511325844648,0.5862970711297071
"Zahur Ahmed Chowdhury Stadium, Chattogram",144.80960264900662,135.0,36.116700846572606,0.4991721854304636
"Zayed Cricket Stadium, Abu Dhabi",134.72801697998787,133.0,38.1108126443111,0.3790175864160097
Zhejiang University of Technology Cricket Field,108.58504273504273,85.0,69.09650876191183,0.3918803418803419
